chembl id,Number of Articles Mentioned,Names Used,Mentioned in Articles,chembl url
CHEMBL1743057,1,['stnf-ri'],['Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1743057
CHEMBL1762621,1,['cddo-me'],['Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1762621
CHEMBL1796997,6,['helium'],"['Transmission patterns of HIV-1 non-R5 strains in Poland', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1796997
CHEMBL1796998,36,['bri'],"['Transmission patterns of HIV-1 non-R5 strains in Poland', 'Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Disruption of Timing: NeuroHIV Progression in the Post-cART Era', 'Comparison of visceral fat measurement by dual-energy X-ray absorptiometry to computed tomography in HIV and non-HIV', 'Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Seroprevalence of six pathogens transmitted by the Ixodes ricinus ticks in asymptomatic individuals with HIV infection and in blood donors', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'In-depth validation of total HIV-1 DNA assays for quantification of various HIV-1 subtypes', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'A Naturally Occurring Polymorphism in the HIV-1 Tat Basic Domain Inhibits Uptake by Bystander Cells and Leads to Reduced Neuroinflammation', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1796998
CHEMBL1907644,3,['bam'],"['Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1907644
CHEMBL1909079,15,['stop'],"['Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1909079
CHEMBL1909300,3,['heparin'],"['High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'A Naturally Occurring Polymorphism in the HIV-1 Tat Basic Domain Inhibits Uptake by Bystander Cells and Leads to Reduced Neuroinflammation']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1909300
CHEMBL2003538,28,['search'],"['Transmission patterns of HIV-1 non-R5 strains in Poland', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Disruption of Timing: NeuroHIV Progression in the Post-cART Era', 'Comparison of visceral fat measurement by dual-energy X-ray absorptiometry to computed tomography in HIV and non-HIV', 'Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'In-depth validation of total HIV-1 DNA assays for quantification of various HIV-1 subtypes', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Investigation of prevention of mother to child HIV transmission program from 2011 to 2017 in Suzhou, China', 'Prevalence of hepatitis E infection in HIV/HCV-coinfected patients in Spain (2012–2014)', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2003538
CHEMBL2021424,1,['potassium sulfate'],['G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2021424
CHEMBL2028166,2,['cytochrome c'],"['HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2028166
CHEMBL2051959,1,['etomoxir'],['HIV infection and latency induce a unique metabolic signature in human macrophages'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2051959
CHEMBL2107944,7,['tween 20'],"['Transmission patterns of HIV-1 non-R5 strains in Poland', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'Investigation of prevention of mother to child HIV transmission program from 2011 to 2017 in Suzhou, China', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2107944
CHEMBL2096626,3,['ixel'],"['Comparison of visceral fat measurement by dual-energy X-ray absorptiometry to computed tomography in HIV and non-HIV', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2096626
CHEMBL2103741,13,['t4'],"['G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'Prevalence of hepatitis E infection in HIV/HCV-coinfected patients in Spain (2012–2014)', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103741
CHEMBL2103811,3,['cofactor'],"['Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103811
CHEMBL2103940,5,['nib'],"['The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103940
CHEMBL2103950,6,['ibc'],"['Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103950
CHEMBL2104114,35,['cop'],"['Transmission patterns of HIV-1 non-R5 strains in Poland', 'HIV infection and latency induce a unique metabolic signature in human macrophages', 'Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Comparison of visceral fat measurement by dual-energy X-ray absorptiometry to computed tomography in HIV and non-HIV', 'Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'In-depth validation of total HIV-1 DNA assays for quantification of various HIV-1 subtypes', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'A Naturally Occurring Polymorphism in the HIV-1 Tat Basic Domain Inhibits Uptake by Bystander Cells and Leads to Reduced Neuroinflammation', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Prevalence of hepatitis E infection in HIV/HCV-coinfected patients in Spain (2012–2014)', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2104114
CHEMBL2104116,5,['lora'],"['Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2104116
CHEMBL2104397,1,['lime'],['The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2104397
CHEMBL2104512,4,['ag-3'],"['Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2104512
CHEMBL2104613,5,['triton x-100'],"['Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2104613
CHEMBL2104970,2,['metastat'],"['PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2104970
CHEMBL2105008,9,['legend'],"['Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2105008
CHEMBL2105146,39,['np'],"['Transmission patterns of HIV-1 non-R5 strains in Poland', 'HIV infection and latency induce a unique metabolic signature in human macrophages', 'Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Disruption of Timing: NeuroHIV Progression in the Post-cART Era', 'Comparison of visceral fat measurement by dual-energy X-ray absorptiometry to computed tomography in HIV and non-HIV', 'Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Seroprevalence of six pathogens transmitted by the Ixodes ricinus ticks in asymptomatic individuals with HIV infection and in blood donors', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'In-depth validation of total HIV-1 DNA assays for quantification of various HIV-1 subtypes', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'A Naturally Occurring Polymorphism in the HIV-1 Tat Basic Domain Inhibits Uptake by Bystander Cells and Leads to Reduced Neuroinflammation', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'Investigation of prevention of mother to child HIV transmission program from 2011 to 2017 in Suzhou, China', 'Prevalence of hepatitis E infection in HIV/HCV-coinfected patients in Spain (2012–2014)', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2105146
CHEMBL2110727,2,"['tbr-652', 'cenicriviroc']",['Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2110727
CHEMBL2105747,1,['a2a'],['Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2105747
CHEMBL2105800,8,['3h'],"['HIV infection and latency induce a unique metabolic signature in human macrophages', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2105800
CHEMBL2105917,1,['loranil'],['Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2105917
CHEMBL2106207,6,['impe'],"['G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'In-depth validation of total HIV-1 DNA assays for quantification of various HIV-1 subtypes']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2106207
